Vf,mflux_part,Vp,dp,vt,n,f,phi,dpdz,epsilon,beta,fluidWallStress,particleWallStress,dpdz_inv,fluidWallStress_inv,particleWallStress_inv
3.5,5.1,0.0020816326530612244,6.4e-05,0.3054614541800881,4.341990010719163,0.021505965224404778,0.002436089956367379,-518.8878829260319,0.9975639100436327,192.6180675637399,-0.3074833602264825,-21.789684947519298,518.8878829260319,0.3074833602264825,21.789684947519298
3.5,10.5,0.004285714285714286,6.4e-05,0.3054614541800881,4.341990010719163,0.021505965224404778,0.004986973898201856,-1066.1567899676966,0.9950130261017981,396.68428921373305,-0.3066970904365611,-45.11754113674585,1066.1567899676966,0.3066970904365611,45.11754113674585
3.5,19.6,0.008,6.4e-05,0.3054614541800881,4.341990010719163,0.021505965224404778,0.009221229793926927,-1999.189245524625,0.9907787702060731,740.8568302213396,-0.3053919477607206,-85.02119755396834,1999.189245524625,0.3053919477607206,85.02119755396834
3.5,31.8,0.012979591836734694,6.4e-05,0.3054614541800881,4.341990010719163,0.021505965224404778,0.014775760696081636,-3271.159771733775,0.9852242393039183,1202.855630396351,-0.30367985111299634,-139.67166526919328,3271.159771733775,0.30367985111299634,139.67166526919328
3.5,49.1,0.020040816326530615,6.4e-05,0.3054614541800881,4.341990010719163,0.021505965224404778,0.02242493092937415,-5115.890059292242,0.9775750690706259,1859.1838519818618,-0.3013221148891846,-219.3995791406693,5115.890059292242,0.3013221148891846,219.3995791406693
3.5,59.0,0.024081632653061225,6.4e-05,0.3054614541800881,4.341990010719163,0.021505965224404778,0.026688507668225912,-6192.9978418149585,0.973311492331774,2235.4308223662424,-0.3000079345253538,-266.1850456745788,6192.9978418149585,0.3000079345253538,266.1850456745788
3.5,80.7,0.032938775510204084,6.4e-05,0.3054614541800881,4.341990010719163,0.021505965224404778,0.03576234935057323,-8607.973073290246,0.9642376506494268,3061.8904840684527,-0.29721106577082035,-371.64213648492625,8607.973073290246,0.29721106577082035,371.64213648492625
3.5,141.0,0.05755102040816327,6.4e-05,0.3054614541800881,4.341990010719163,0.021505965224404778,0.0592255271023395,-15701.245582736761,0.9407744728976605,5371.906792112861,-0.28997891085416067,-685.0672568543911,15701.245582736761,0.28997891085416067,685.0672568543911
3.595959595959596,5.1,0.0020816326530612244,6.4e-05,0.3054614541800881,4.341990010719163,0.021375110957385857,0.0023951452687342076,-525.979587730922,0.9976048547312658,189.36242784027723,-0.32261339854469384,-22.162176693822804,525.979587730922,0.32261339854469384,22.162176693822804
3.595959595959596,10.5,0.004285714285714286,6.4e-05,0.3054614541800881,4.341990010719163,0.021375110957385857,0.004903678072646069,-1080.436532855346,0.995096321927354,389.9821362372621,-0.32180216923943067,-45.88392563025411,1080.436532855346,0.32180216923943067,45.88392563025411
3.595959595959596,19.6,0.008,6.4e-05,0.3054614541800881,4.341990010719163,0.021375110957385857,0.009068792554215286,-2025.6139042094228,0.9909312074457847,728.3471665636278,-0.3204552213653761,-86.4503179792758,2025.6139042094228,0.3204552213653761,86.4503179792758
3.595959595959596,31.8,0.012979591836734694,6.4e-05,0.3054614541800881,4.341990010719163,0.021375110957385857,0.014534758193065506,-3313.9302030974986,0.9854652418069345,1182.5586658783564,-0.31868759388971285,-141.9875772701488,3313.9302030974986,0.31868759388971285,141.9875772701488
3.595959595959596,49.1,0.020040816326530615,6.4e-05,0.3054614541800881,4.341990010719163,0.021375110957385857,0.02206578917363409,-5181.966784305732,0.9779342108263659,1827.8354259622918,-0.31625214914657246,-222.97051646093345,5181.966784305732,0.31625214914657246,222.97051646093345
3.595959595959596,59.0,0.024081632653061225,6.4e-05,0.3054614541800881,4.341990010719163,0.021375110957385857,0.026265371720493428,-6272.480108100213,0.9737346282795065,2197.750633366748,-0.3148940547152094,-270.4732949623605,6272.480108100213,0.3148940547152094,270.4732949623605
3.595959595959596,80.7,0.032938775510204084,6.4e-05,0.3054614541800881,4.341990010719163,0.021375110957385857,0.03520725836143217,-8717.016340133569,0.9647927416385679,3010.3047026502823,-0.3120023562386501,-377.5015873694603,8717.016340133569,0.3120023562386501,377.5015873694603
3.595959595959596,141.0,0.05755102040816327,6.4e-05,0.3054614541800881,4.341990010719163,0.021375110957385857,0.05835413811995093,-15893.736221589985,0.9416458618800491,5281.405720042549,-0.3045169340204385,-695.2972093316425,15893.736221589985,0.3045169340204385,695.2972093316425
3.691919191919192,5.1,0.0020816326530612244,6.4e-05,0.3054614541800881,4.341990010719163,0.021248804894370515,0.002356103826465808,-533.0142015510546,0.9976438961735342,186.25870301544066,-0.33806506489191607,-22.529411504196943,533.0142015510546,0.33806506489191607,22.529411504196943
3.691919191919192,10.5,0.004285714285714286,6.4e-05,0.3054614541800881,4.341990010719163,0.021248804894370515,0.004824234704518254,-1094.590777724087,0.9951757652954818,383.5923997019453,-0.33722870551694184,-46.639521868467725,1094.590777724087,0.33722870551694184,46.639521868467725
3.691919191919192,19.6,0.008,6.4e-05,0.3054614541800881,4.341990010719163,0.021248804894370515,0.008923347931715715,-2051.7958048968017,0.9910766520682843,716.4196971786797,-0.33583966581603564,-87.85940052987021,2051.7958048968017,0.33583966581603564,87.85940052987021
3.691919191919192,31.8,0.012979591836734694,6.4e-05,0.3054614541800881,4.341990010719163,0.021248804894370515,0.014304695197823843,-3356.296819693237,0.9856953048021762,1163.2044864203342,-0.33401612384910684,-144.27116925600575,3356.296819693237,0.33401612384910684,144.27116925600575
